drug1id,drug2id,drug1dose,drug2dose,combination_name,cellid,batchid,viability1,viability2,viability3,viability4,mu/muMax_published,X/X0_published
MK-4827,Sorafenib,2.75,20,MK-4827 & Sorafenib,CAOV3,1,0.623,0.592,0.644,0.677,0.405,0.438
MK-4827,Topotecan,0.223,0.0223,MK-4827 & Topotecan,CAOV3,1,0.102,0.169,0.165,0.216,-1.334,0.039
MK-4827,Topotecan,0.223,0.0775,MK-4827 & Topotecan,CAOV3,1,0.1,0.087,0.096,0.072,-2.115,0.013
MK-4827,Topotecan,2.75,0.275,MK-4827 & Topotecan,CAOV3,1,1.225,0.967,0.871,0.921,0.925,0.901
MK-4827,Topotecan,2.75,1,MK-4827 & Topotecan,CAOV3,1,1.047,1.033,0.883,0.824,0.944,0.926
MK-4827,geldanamycin,0.223,0.0223,MK-4827 & geldanamycin,CAOV3,1,1.188,0.948,0.969,1.056,1.016,1.023
MK-4827,geldanamycin,0.223,0.1,MK-4827 & geldanamycin,CAOV3,1,0.883,0.825,0.801,0.735,0.731,0.688
MK-5108,BEZ-235,0.075,0.09,MK-5108 & BEZ-235,CAOV3,1,0.725,1.06,0.791,0.735,0.648,0.614
MK-5108,BEZ-235,0.075,0.4,MK-5108 & BEZ-235,CAOV3,1,0.684,0.576,0.539,0.723,0.398,0.434
MK-5108,Bortezomib,0.075,0.00045,MK-5108 & Bortezomib,CAOV3,1,0.319,0.286,0.352,0.366,-0.422,0.139
MK-5108,Bortezomib,0.075,0.002,MK-5108 & Bortezomib,CAOV3,1,0.236,0.226,0.221,0.211,-0.952,0.067
MK-5108,Erlotinib,0.075,1.1,MK-5108 & Erlotinib,CAOV3,1,0.957,0.973,0.998,0.772,0.954,0.938
MK-5108,Erlotinib,0.075,5,MK-5108 & Erlotinib,CAOV3,1,0.493,0.604,0.818,0.778,0.519,0.513
MK-5108,MK-2206,0.075,0.045,MK-5108 & MK-2206,CAOV3,1,0.515,0.392,0.528,0.448,0.048,0.267
MK-5108,MK-2206,0.075,0.2,MK-5108 & MK-2206,CAOV3,1,0.339,0.326,0.354,0.268,-0.435,0.137
MK-5108,MK-8776,0.075,1.15,MK-5108 & MK-8776,CAOV3,1,1.089,0.935,1.049,0.92,0.99,0.986
MK-5108,MK-8776,0.075,4,MK-5108 & MK-8776,CAOV3,1,0.981,1.104,1.017,0.747,0.999,0.999
MK-5108,PD325901,0.075,0.0011,MK-5108 & PD325901,CAOV3,1,0.002,0.001,0.001,0.001,-7.999,0
MK-5108,PD325901,0.075,0.005,MK-5108 & PD325901,CAOV3,1,0,0,0,0,-7.999,0
MK-5108,Topotecan,0.075,0.275,MK-5108 & Topotecan,CAOV3,1,0.684,0.776,0.728,0.746,0.602,0.576
MK-5108,Topotecan,0.075,1,MK-5108 & Topotecan,CAOV3,1,0.459,0.64,0.636,0.39,0.215,0.337
MK-5108,geldanamycin,0.075,0.0223,MK-5108 & geldanamycin,CAOV3,1,0.403,0.399,0.442,0.458,-0.123,0.211
MK-5108,geldanamycin,0.075,0.1,MK-5108 & geldanamycin,CAOV3,1,0.462,0.457,0.369,0.457,-0.02,0.243
MK-8669,MK-8776,0.00011,1.15,MK-8669 & MK-8776,CAOV3,1,1.015,1.172,0.993,,1.02,1.028
MK-8669,MK-8776,0.00011,4,MK-8669 & MK-8776,CAOV3,1,1.012,0.951,0.986,1.047,0.999,0.999
MK-8669,Oxaliplatin,0.00011,0.75,MK-8669 & Oxaliplatin,CAOV3,1,0.346,0.229,0.181,0.2,-1.004,0.062
MK-8669,Oxaliplatin,0.00011,2.25,MK-8669 & Oxaliplatin,CAOV3,1,0.195,0.186,0.161,0.214,-1.16,0.05
MK-8669,Topotecan,0.00011,0.275,MK-8669 & Topotecan,CAOV3,1,0.77,0.837,0.734,0.9,0.715,0.674
MK-8669,Topotecan,0.00011,1,MK-8669 & Topotecan,CAOV3,1,0.798,0.794,0.832,0.627,0.703,0.662
MK-8669,geldanamycin,0.00011,0.0223,MK-8669 & geldanamycin,CAOV3,1,0.7,0.805,0.74,0.606,0.572,0.552
MK-8669,geldanamycin,0.00011,0.1,MK-8669 & geldanamycin,CAOV3,1,0.516,0.519,0.473,0.387,0.083,0.281
MRK-003,AZD1775,0.35,0.2,MRK-003 & AZD1775,CAOV3,1,0.808,0.786,0.821,0.78,0.704,0.664
MRK-003,AZD1775,0.35,0.5,MRK-003 & AZD1775,CAOV3,1,0.772,0.927,0.792,0.629,0.68,0.641
MRK-003,BEZ-235,0.35,0.0045,MRK-003 & BEZ-235,CAOV3,1,0.676,0.766,0.889,0.796,0.678,0.64
MRK-003,BEZ-235,0.35,0.02,MRK-003 & BEZ-235,CAOV3,1,0.566,0.688,0.768,0.644,0.471,0.48
MRK-003,Cyclophosphamide,0.35,3.25,MRK-003 & Cyclophosphamide,CAOV3,1,1.112,0.937,0.983,0.816,0.946,0.928
MRK-003,Cyclophosphamide,0.35,10,MRK-003 & Cyclophosphamide,CAOV3,1,1.129,1.032,0.875,0.791,0.938,0.918
MRK-003,Dasatinib,0.35,0.024,MRK-003 & Dasatinib,CAOV3,1,0.847,0.845,0.827,0.817,0.767,0.724
MRK-003,Dasatinib,0.35,0.12,MRK-003 & Dasatinib,CAOV3,1,0.459,0.806,0.549,0.534,0.201,0.33
MRK-003,Doxorubicin,0.35,0.1,MRK-003 & Doxorubicin,CAOV3,1,0.755,0.97,0.78,0.935,0.8,0.758
MRK-003,Doxorubicin,0.35,0.3,MRK-003 & Doxorubicin,CAOV3,1,0.856,0.856,0.933,0.874,0.811,0.77
MRK-003,Etoposide,0.35,0.045,MRK-003 & Etoposide,CAOV3,1,1.022,1.022,0.826,0.816,0.897,0.866
MRK-003,Etoposide,0.35,0.2,MRK-003 & Etoposide,CAOV3,1,0.691,0.758,0.847,0.907,0.714,0.673
MRK-003,Lapatinib,0.35,1.1,MRK-003 & Lapatinib,CAOV3,1,0.758,1.076,1.011,0.891,0.935,0.914
MRK-003,Lapatinib,0.35,5,MRK-003 & Lapatinib,CAOV3,1,0.701,1.069,0.921,0.643,0.726,0.684
MRK-003,MK-2206,0.35,0.045,MRK-003 & MK-2206,CAOV3,1,0.431,0.384,0.387,0.397,-0.22,0.184
MRK-003,MK-2206,0.35,0.2,MRK-003 & MK-2206,CAOV3,1,0.084,0.102,0.109,0.037,-2.092,0.014
MRK-003,MK-8669,0.35,0.00223,MRK-003 & MK-8669,CAOV3,1,1.019,1.21,1.097,0.861,1.074,1.108
MRK-003,MK-8669,0.35,0.01,MRK-003 & MK-8669,CAOV3,1,1.062,0.976,1.104,0.934,1.024,1.034
MRK-003,MK-8776,0.35,0.0925,MRK-003 & MK-8776,CAOV3,1,0.764,0.847,0.714,0.623,0.606,0.579
MRK-003,MK-8776,0.35,0.325,MRK-003 & MK-8776,CAOV3,1,0.338,0.364,0.447,0.392,-0.268,0.172
MRK-003,Mitomycine,0.35,0.275,MRK-003 & Mitomycine,CAOV3,1,1.092,0.94,0.988,1.039,1.017,1.024
MRK-003,Mitomycine,0.35,1,MRK-003 & Mitomycine,CAOV3,1,0.721,0.746,0.855,0.87,0.711,0.669
MRK-003,Oxaliplatin,0.35,0.75,MRK-003 & Oxaliplatin,CAOV3,1,0.551,0.629,0.782,0.922,0.546,0.533
MRK-003,Oxaliplatin,0.35,2.25,MRK-003 & Oxaliplatin,CAOV3,1,0.614,0.692,0.701,0.513,0.445,0.463
MRK-003,SN-38,0.35,0.00143,MRK-003 & SN-38,CAOV3,1,0.864,0.897,0.76,0.919,0.834,0.795
MRK-003,SN-38,0.35,0.005,MRK-003 & SN-38,CAOV3,1,0.692,0.608,0.554,0.675,0.422,0.449
MRK-003,Sorafenib,0.35,2.5,MRK-003 & Sorafenib,CAOV3,1,0.609,0.544,0.459,0.703,0.282,0.37
MRK-003,Sorafenib,0.35,5,MRK-003 & Sorafenib,CAOV3,1,0.518,0.632,0.48,0.573,0.21,0.334
MRK-003,Topotecan,0.35,0.275,MRK-003 & Topotecan,CAOV3,1,0.798,1.061,0.863,0.846,0.795,0.752
MRK-003,Topotecan,0.35,1,MRK-003 & Topotecan,CAOV3,1,0.663,0.655,0.709,0.761,0.509,0.506
MRK-003,Vinblastine,0.35,0.000325,MRK-003 & Vinblastine,CAOV3,1,0.736,0.614,0.479,0.719,0.472,0.481
MRK-003,Vinblastine,0.35,0.0015,MRK-003 & Vinblastine,CAOV3,1,0.728,0.724,0.69,0.66,0.549,0.535
MRK-003,Zolinza,0.35,4,MRK-003 & Zolinza,CAOV3,1,1.019,1.081,0.991,1.163,1.063,1.092
MRK-003,geldanamycin,0.35,0.0223,MRK-003 & geldanamycin,CAOV3,1,0.956,0.941,0.969,0.995,0.95,0.933
MRK-003,geldanamycin,0.35,0.1,MRK-003 & geldanamycin,CAOV3,1,0.493,0.476,0.617,0.527,0.123,0.297
MRK-003,geldanamycin,0.35,0.45,MRK-003 & geldanamycin,CAOV3,1,0.092,0.132,0.107,0.146,-1.768,0.022
Metformin,BEZ-235,9.25,0.4,Metformin & BEZ-235,CAOV3,1,0.723,0.849,0.929,1.144,0.847,0.809
Metformin,Bortezomib,9.25,0.00045,Metformin & Bortezomib,CAOV3,1,0.627,0.73,0.593,0.9,0.495,0.497
Metformin,Bortezomib,9.25,0.002,Metformin & Bortezomib,CAOV3,1,0.487,0.571,0.468,0.459,0.038,0.264
Metformin,Bortezomib,9.25,0.009,Metformin & Bortezomib,CAOV3,1,0.301,0.111,0.22,0.174,-1.116,0.053
Metformin,Erlotinib,9.25,5,Metformin & Erlotinib,CAOV3,1,1.062,1.082,1.113,1.047,1.091,1.134
Metformin,L778123,9.25,0.325,Metformin & L778123,CAOV3,1,1.046,1.186,1.092,1.133,1.139,1.212
Metformin,L778123,9.25,0.8,Metformin & L778123,CAOV3,1,1.287,1.435,1.33,1.23,1.35,1.625
Metformin,L778123,9.25,2,Metformin & L778123,CAOV3,1,1.076,0.939,1.267,1.384,1.206,1.331
Metformin,MK-4827,9.25,10,Metformin & MK-4827,CAOV3,1,0.996,1.146,0.914,0.867,0.94,0.92
Metformin,MK-5108,9.25,0.075,Metformin & MK-5108,CAOV3,1,0.898,1.045,0.985,0.796,0.921,0.897
Metformin,MK-5108,9.25,0.225,Metformin & MK-5108,CAOV3,1,0.798,0.888,0.716,0.677,0.638,0.605
Metformin,MK-5108,9.25,0.675,Metformin & MK-5108,CAOV3,1,0.433,0.513,0.597,0.554,0.181,0.321
Metformin,Sorafenib,9.25,20,Metformin & Sorafenib,CAOV3,1,1.109,1.086,1.228,0.891,1.121,1.183
Metformin,Sunitinib,9.25,0.625,Metformin & Sunitinib,CAOV3,1,1.065,0.932,1.103,0.729,0.998,0.998
Metformin,Sunitinib,9.25,1.25,Metformin & Sunitinib,CAOV3,1,0.148,0.221,0.212,0.197,-1.067,0.057
Metformin,Sunitinib,9.25,2.5,Metformin & Sunitinib,CAOV3,1,0.105,0.066,0.113,0.077,-2.127,0.013
Methotrexate,ABT-888,0.0325,10,Methotrexate & ABT-888,CAOV3,1,0.495,0.55,0.394,0.331,-0.056,0.231
Methotrexate,AZD1775,0.013,0.0325,Methotrexate & AZD1775,CAOV3,1,0.458,0.399,0.446,0.528,-0.033,0.239
Methotrexate,AZD1775,0.013,0.08,Methotrexate & AZD1775,CAOV3,1,0.326,0.436,0.464,0.466,-0.04,0.236
Methotrexate,AZD1775,0.013,0.2,Methotrexate & AZD1775,CAOV3,1,0.465,0.4,0.378,0.448,-0.118,0.212
Methotrexate,BEZ-235,0.0325,0.4,Methotrexate & BEZ-235,CAOV3,1,0.545,0.379,0.394,0.46,-0.109,0.215
Methotrexate,Bortezomib,0.013,0.00045,Methotrexate & Bortezomib,CAOV3,1,0.282,0.339,0.315,0.374,-0.455,0.133
Methotrexate,Bortezomib,0.013,0.002,Methotrexate & Bortezomib,CAOV3,1,0.152,0.19,0.175,0.123,-1.363,0.038
Methotrexate,Bortezomib,0.013,0.009,Methotrexate & Bortezomib,CAOV3,1,0.13,0.099,0.095,0.113,-1.923,0.017
Methotrexate,Dasatinib,0.0325,3,Methotrexate & Dasatinib,CAOV3,1,0.427,0.66,0.494,0.395,-0.01,0.247
Methotrexate,Dinaciclib,0.013,0.000925,Methotrexate & Dinaciclib,CAOV3,1,0.375,0.426,0.354,0.388,-0.254,0.176
Methotrexate,Dinaciclib,0.013,0.00325,Methotrexate & Dinaciclib,CAOV3,1,0.142,0.072,0.135,0.111,-1.731,0.023
Methotrexate,Dinaciclib,0.013,0.0115,Methotrexate & Dinaciclib,CAOV3,1,0.165,0.136,0.132,0.141,-1.577,0.028
Methotrexate,Erlotinib,0.0325,5,Methotrexate & Erlotinib,CAOV3,1,0.465,0.497,0.433,0.482,0.026,0.259
Methotrexate,L778123,0.013,0.325,Methotrexate & L778123,CAOV3,1,0.336,0.394,0.467,0.326,-0.312,0.162
Methotrexate,L778123,0.013,0.8,Methotrexate & L778123,CAOV3,1,0.41,0.365,0.362,0.385,-0.279,0.17
Methotrexate,L778123,0.013,2,Methotrexate & L778123,CAOV3,1,0.337,0.315,0.385,0.247,-0.459,0.132
Methotrexate,Lapatinib,0.0325,5,Methotrexate & Lapatinib,CAOV3,1,0.422,0.389,0.461,0.313,-0.175,0.196
Methotrexate,MK-2206,0.013,0.045,Methotrexate & MK-2206,CAOV3,1,0.31,0.244,0.27,0.389,-0.613,0.107
Methotrexate,MK-2206,0.013,0.2,Methotrexate & MK-2206,CAOV3,1,0.232,0.465,0.373,0.195,-0.558,0.115
Methotrexate,MK-2206,0.013,0.9,Methotrexate & MK-2206,CAOV3,1,0.222,0.336,0.348,0.314,-0.464,0.131
Methotrexate,MK-4827,0.0325,10,Methotrexate & MK-4827,CAOV3,1,0.459,0.406,0.447,0.483,-0.032,0.239
Methotrexate,MK-5108,0.013,0.075,Methotrexate & MK-5108,CAOV3,1,0.422,0.435,0.519,0.486,-0.01,0.247
Methotrexate,MK-5108,0.013,0.225,Methotrexate & MK-5108,CAOV3,1,0.318,0.396,0.358,0.359,-0.337,0.157
Methotrexate,MK-5108,0.013,0.675,Methotrexate & MK-5108,CAOV3,1,0.239,0.186,0.18,0.235,-1.03,0.06
Methotrexate,MK-8669,0.0325,0.01,Methotrexate & MK-8669,CAOV3,1,0.449,0.522,0.491,0.433,0.017,0.256
Methotrexate,MK-8776,0.013,0.0925,Methotrexate & MK-8776,CAOV3,1,0.363,0.401,0.328,0.318,-0.383,0.147
Methotrexate,MK-8776,0.013,0.325,Methotrexate & MK-8776,CAOV3,1,0.347,0.227,0.223,0.272,-0.809,0.081
Methotrexate,MK-8776,0.013,1.15,Methotrexate & MK-8776,CAOV3,1,0.086,0.026,0.053,0.082,-2.513,0.008
Methotrexate,PD325901,0.0325,0.1,Methotrexate & PD325901,CAOV3,1,0.494,0.462,0.485,0.4,0.026,0.259
Methotrexate,Sorafenib,0.013,2.5,Methotrexate & Sorafenib,CAOV3,1,0.418,0.449,0.418,0.373,-0.137,0.207
Methotrexate,Sorafenib,0.013,5,Methotrexate & Sorafenib,CAOV3,1,0.077,0.165,0.151,0.096,-1.722,0.023
Methotrexate,Sorafenib,0.013,10,Methotrexate & Sorafenib,CAOV3,1,0.009,0.017,0.012,0.012,-4.775,0
Methotrexate,Sunitinib,0.0325,5,Methotrexate & Sunitinib,CAOV3,1,0.175,0.328,0.277,0.248,-0.74,0.09
Methotrexate,Temozolomide,0.013,2.75,Methotrexate & Temozolomide,CAOV3,1,0.055,0.092,0.055,0.041,-2.775,0.005
Methotrexate,Temozolomide,0.013,12.3,Methotrexate & Temozolomide,CAOV3,1,0.022,0.041,0.02,0.032,-3.72,0.001
Methotrexate,Temozolomide,0.013,55,Methotrexate & Temozolomide,CAOV3,1,0.012,0.01,0.014,0.011,-4.833,0
Methotrexate,Zolinza,0.0325,4,Methotrexate & Zolinza,CAOV3,1,0.564,0.485,0.517,0.503,0.123,0.297
Methotrexate,geldanamycin,0.013,0.0223,Methotrexate & geldanamycin,CAOV3,1,0.446,0.42,0.52,0.581,0.051,0.268
Methotrexate,geldanamycin,0.013,0.1,Methotrexate & geldanamycin,CAOV3,1,0.207,0.114,0.166,0.206,-1.19,0.048
Methotrexate,geldanamycin,0.013,0.45,Methotrexate & geldanamycin,CAOV3,1,0.128,0.145,0.164,0.149,-1.5,0.031
Methotrexate,geldanamycin,0.0325,2,Methotrexate & geldanamycin,CAOV3,1,0.871,0.77,0.615,0.722,0.619,0.589
Mitomycine,ABT-888,0.0223,0.35,Mitomycine & ABT-888,CAOV3,1,0.798,0.887,0.704,0.784,0.694,0.655
Mitomycine,ABT-888,0.0223,1.08,Mitomycine & ABT-888,CAOV3,1,0.684,0.639,0.756,0.608,0.462,0.474
Mitomycine,ABT-888,0.0223,3.25,Mitomycine & ABT-888,CAOV3,1,0.595,0.653,0.688,0.678,0.47,0.48
Mitomycine,Bortezomib,0.0223,0.04,Mitomycine & Bortezomib,CAOV3,1,0.523,0.592,0.583,0.588,0.302,0.38
Mitomycine,Dasatinib,0.0223,0.024,Mitomycine & Dasatinib,CAOV3,1,0.397,0.522,0.435,0.431,-0.09,0.221
Mitomycine,Dasatinib,0.0223,0.12,Mitomycine & Dasatinib,CAOV3,1,0.324,0.291,0.333,0.289,-0.536,0.119
Mitomycine,Dasatinib,0.0223,0.6,Mitomycine & Dasatinib,CAOV3,1,0.205,0.262,0.202,0.178,-1.075,0.056
Mitomycine,L778123,0.0223,5,Mitomycine & L778123,CAOV3,1,0.628,0.705,0.473,0.58,0.342,0.402
Mitomycine,Lapatinib,0.0223,0.055,Mitomycine & Lapatinib,CAOV3,1,0.551,0.561,0.525,0.495,0.192,0.326
Mitomycine,Lapatinib,0.0223,0.245,Mitomycine & Lapatinib,CAOV3,1,0.455,0.325,0.366,0.389,-0.269,0.172
Mitomycine,Lapatinib,0.0223,1.1,Mitomycine & Lapatinib,CAOV3,1,0.261,0.227,0.198,0.281,-0.839,0.078
Mitomycine,MK-5108,0.0223,2,Mitomycine & MK-5108,CAOV3,1,0.793,0.613,0.545,0.668,0.42,0.448
Mitomycine,MK-8669,0.0223,0.00011,Mitomycine & MK-8669,CAOV3,1,0.818,0.954,0.682,0.844,0.758,0.715
Mitomycine,MK-8669,0.0223,5e-04,Mitomycine & MK-8669,CAOV3,1,0.005,0.034,0.007,0.009,-5.253,0
Mitomycine,MK-8669,0.0223,0.00223,Mitomycine & MK-8669,CAOV3,1,0.001,0.001,0.002,0.001,-7.999,0
Mitomycine,Sunitinib,0.0223,5,Mitomycine & Sunitinib,CAOV3,1,0.438,0.428,0.447,0.381,-0.091,0.22
Mitomycine,Temozolomide,0.0223,2.75,Mitomycine & Temozolomide,CAOV3,1,0.238,0.289,0.261,0.331,-0.682,0.097
Mitomycine,Temozolomide,0.0223,12.3,Mitomycine & Temozolomide,CAOV3,1,0.255,0.214,0.191,0.212,-1.014,0.061
Mitomycine,Temozolomide,0.0223,55,Mitomycine & Temozolomide,CAOV3,1,0.231,0.182,0.27,0.281,-0.801,0.082
Oxaliplatin,Dinaciclib,0.75,0.04,Oxaliplatin & Dinaciclib,CAOV3,1,0.766,0.692,0.672,0.745,0.569,0.55
Oxaliplatin,MK-8776,0.75,0.0925,Oxaliplatin & MK-8776,CAOV3,1,0.659,0.855,0.591,0.851,0.634,0.602
Oxaliplatin,MK-8776,0.75,0.325,Oxaliplatin & MK-8776,CAOV3,1,0.19,0.264,0.279,0.23,-0.823,0.08
Oxaliplatin,MK-8776,0.75,1.15,Oxaliplatin & MK-8776,CAOV3,1,0.143,0.193,0.17,0.291,-1.223,0.046
PD325901,ABT-888,0.0223,10,PD325901 & ABT-888,CAOV3,1,0.643,0.639,0.699,0.648,0.43,0.454
PD325901,BEZ-235,0.0011,0.0045,PD325901 & BEZ-235,CAOV3,1,0.711,0.68,0.537,0.569,0.387,0.427
PD325901,BEZ-235,0.0011,0.02,PD325901 & BEZ-235,CAOV3,1,0.492,0.525,0.569,0.513,0.145,0.306
PD325901,BEZ-235,0.0011,0.09,PD325901 & BEZ-235,CAOV3,1,0.378,0.307,0.297,0.345,-0.46,0.132
PD325901,Bortezomib,0.0223,0.04,PD325901 & Bortezomib,CAOV3,1,0.745,0.62,0.521,0.531,0.28,0.368
PD325901,Dasatinib,0.0011,0.024,PD325901 & Dasatinib,CAOV3,1,0.752,0.575,0.571,0.525,0.275,0.366
PD325901,Dasatinib,0.0011,0.12,PD325901 & Dasatinib,CAOV3,1,0.583,0.535,0.575,0.708,0.288,0.372
PD325901,Dasatinib,0.0011,0.6,PD325901 & Dasatinib,CAOV3,1,0.471,0.427,0.442,0.651,-0.022,0.242
PD325901,Dinaciclib,0.0223,0.04,PD325901 & Dinaciclib,CAOV3,1,0.686,0.579,0.529,0.544,0.248,0.352
PD325901,MK-8669,0.0011,0.00011,PD325901 & MK-8669,CAOV3,1,0.596,0.571,0.623,0.554,0.298,0.378
PD325901,MK-8669,0.0011,5e-04,PD325901 & MK-8669,CAOV3,1,0.496,0.541,0.548,0.455,0.144,0.305
PD325901,MK-8669,0.0011,0.00223,PD325901 & MK-8669,CAOV3,1,0.311,0.349,0.357,0.306,-0.445,0.135
PD325901,MK-8776,0.0223,4,PD325901 & MK-8776,CAOV3,1,0.611,0.675,0.526,0.644,0.393,0.431
PD325901,Oxaliplatin,0.0011,0.75,PD325901 & Oxaliplatin,CAOV3,1,0.684,0.524,0.531,0.578,0.231,0.344
PD325901,Oxaliplatin,0.0011,2.25,PD325901 & Oxaliplatin,CAOV3,1,0.504,0.491,0.493,0.626,0.093,0.284
PD325901,Oxaliplatin,0.0011,6.75,PD325901 & Oxaliplatin,CAOV3,1,0.444,0.586,0.431,0.415,-0.077,0.225
PD325901,SN-38,0.0223,0.005,PD325901 & SN-38,CAOV3,1,0.663,0.751,0.731,0.694,0.558,0.542
PD325901,Sorafenib,0.0011,2.5,PD325901 & Sorafenib,CAOV3,1,0.658,0.725,0.616,0.691,0.487,0.491
PD325901,Sorafenib,0.0011,5,PD325901 & Sorafenib,CAOV3,1,0.425,0.475,0.524,0.525,0.095,0.285
PD325901,Sorafenib,0.0011,10,PD325901 & Sorafenib,CAOV3,1,0.156,0.164,0.206,0.239,-1.198,0.048
PD325901,geldanamycin,0.0011,2,PD325901 & geldanamycin,CAOV3,1,0.652,0.619,0.647,0.543,0.405,0.438
PD325901,geldanamycin,0.0223,0.0223,PD325901 & geldanamycin,CAOV3,1,0.627,0.747,0.599,0.539,0.362,0.413
PD325901,geldanamycin,0.0223,0.1,PD325901 & geldanamycin,CAOV3,1,0.648,0.63,0.555,0.559,0.323,0.391
PD325901,geldanamycin,0.0223,0.45,PD325901 & geldanamycin,CAOV3,1,0.384,0.357,0.334,0.336,-0.382,0.147
Paclitaxel,Bortezomib,0.000325,0.04,Paclitaxel & Bortezomib,CAOV3,1,0.542,0.594,0.661,0.795,0.393,0.431
Paclitaxel,Dasatinib,0.000325,0.024,Paclitaxel & Dasatinib,CAOV3,1,0.722,0.679,0.506,0.631,0.449,0.466
Paclitaxel,Dasatinib,0.000325,0.12,Paclitaxel & Dasatinib,CAOV3,1,0.598,0.462,0.471,0.472,0.021,0.257
Paclitaxel,Dasatinib,0.000325,0.6,Paclitaxel & Dasatinib,CAOV3,1,0.57,0.509,0.466,0.53,0.147,0.307
Paclitaxel,L778123,0.000325,5,Paclitaxel & L778123,CAOV3,1,0.585,0.746,0.619,0.505,0.339,0.4
Paclitaxel,Lapatinib,0.000325,0.055,Paclitaxel & Lapatinib,CAOV3,1,0.45,0.475,0.508,0.412,-0.004,0.249
Paclitaxel,Lapatinib,0.000325,0.245,Paclitaxel & Lapatinib,CAOV3,1,0.363,0.403,0.409,0.348,-0.251,0.177
Paclitaxel,Lapatinib,0.000325,1.1,Paclitaxel & Lapatinib,CAOV3,1,0.311,0.409,0.31,0.269,-0.523,0.121
Paclitaxel,MK-5108,0.000325,2,Paclitaxel & MK-5108,CAOV3,1,0.59,0.551,0.555,0.575,0.256,0.356
Paclitaxel,MK-8669,0.000325,0.00011,Paclitaxel & MK-8669,CAOV3,1,0.539,0.541,0.463,0.539,0.195,0.327
Paclitaxel,MK-8669,0.000325,5e-04,Paclitaxel & MK-8669,CAOV3,1,0.564,0.48,0.5,0.519,0.122,0.296
Paclitaxel,MK-8669,0.000325,0.00223,Paclitaxel & MK-8669,CAOV3,1,0.503,0.544,0.45,0.405,0.035,0.262
Paclitaxel,Sorafenib,0.000325,20,Paclitaxel & Sorafenib,CAOV3,1,0.737,0.766,0.748,0.643,0.612,0.584
Paclitaxel,Sunitinib,0.000325,0.625,Paclitaxel & Sunitinib,CAOV3,1,0.539,0.62,0.524,0.617,0.287,0.372
Paclitaxel,Sunitinib,0.000325,1.25,Paclitaxel & Sunitinib,CAOV3,1,0.349,0.261,0.327,0.347,-0.417,0.14
Paclitaxel,Sunitinib,0.000325,2.5,Paclitaxel & Sunitinib,CAOV3,1,0.048,0.075,0.091,0.088,-2.269,0.011
Paclitaxel,geldanamycin,0.000325,2,Paclitaxel & geldanamycin,CAOV3,1,0.597,0.52,0.601,0.625,0.333,0.396
SN-38,Dinaciclib,0.000115,0.000925,SN-38 & Dinaciclib,CAOV3,1,0.516,0.462,0.65,0.498,0.115,0.293
SN-38,Dinaciclib,0.000115,0.00325,SN-38 & Dinaciclib,CAOV3,1,0.374,0.425,0.477,0.412,-0.136,0.207
SN-38,Dinaciclib,0.000115,0.0115,SN-38 & Dinaciclib,CAOV3,1,0.421,0.25,0.239,0.189,-0.835,0.079
SN-38,Dinaciclib,0.000115,0.04,SN-38 & Dinaciclib,CAOV3,1,0.568,0.603,0.563,0.58,0.276,0.367
SN-38,MK-8776,0.000115,0.0925,SN-38 & MK-8776,CAOV3,1,0.634,0.535,0.463,0.577,0.236,0.347
SN-38,MK-8776,0.000115,0.325,SN-38 & MK-8776,CAOV3,1,0.517,0.423,0.478,0.328,-0.039,0.237
SN-38,MK-8776,0.000115,1.15,SN-38 & MK-8776,CAOV3,1,0.325,0.235,0.257,0.364,-0.608,0.108
Sorafenib,Dinaciclib,2.5,0.04,Sorafenib & Dinaciclib,CAOV3,1,0.802,0.74,0.578,0.73,0.6,0.574
Sorafenib,MK-8776,2.5,0.0925,Sorafenib & MK-8776,CAOV3,1,0.66,0.896,0.847,0.896,0.82,0.78
Sorafenib,MK-8776,2.5,0.325,Sorafenib & MK-8776,CAOV3,1,0.946,1.152,1.17,1.05,1.125,1.189
Sorafenib,MK-8776,2.5,1.15,Sorafenib & MK-8776,CAOV3,1,0.959,0.805,1.052,0.808,0.839,0.8
Sorafenib,MK-8776,2.5,4,Sorafenib & MK-8776,CAOV3,1,0.711,0.741,0.73,0.552,0.573,0.553
Sunitinib,ABT-888,0.625,0.35,Sunitinib & ABT-888,CAOV3,1,0.805,0.77,0.682,0.675,0.582,0.56
Sunitinib,ABT-888,0.625,1.08,Sunitinib & ABT-888,CAOV3,1,1.197,0.933,0.885,1.011,0.963,0.95
Sunitinib,ABT-888,0.625,3.25,Sunitinib & ABT-888,CAOV3,1,0.855,0.795,0.94,0.745,0.749,0.706
Sunitinib,AZD1775,0.625,0.5,Sunitinib & AZD1775,CAOV3,1,0.606,0.789,0.678,0.735,0.548,0.534
Sunitinib,AZD1775,2.5,0.0325,Sunitinib & AZD1775,CAOV3,1,0.678,0.7,0.614,0.688,0.504,0.503
Sunitinib,AZD1775,2.5,0.08,Sunitinib & AZD1775,CAOV3,1,0.595,0.583,0.629,0.504,0.311,0.384
Sunitinib,AZD1775,2.5,0.2,Sunitinib & AZD1775,CAOV3,1,0.437,0.452,0.383,0.424,-0.098,0.218
Sunitinib,AZD1775,2.5,0.5,Sunitinib & AZD1775,CAOV3,1,0.655,0.796,0.668,0.614,0.462,0.474
